"name","value","info"
"MN_EARN_WNE_INC1_P6","PrivacySuppressed","Mean earnings of students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000"
"MN_EARN_WNE_INC2_P6","PrivacySuppressed","Mean earnings of students working and not enrolled 6 years after entry in the middle income tercile $30,001-$75,000"
"MN_EARN_WNE_INC3_P6","47500","Mean earnings of students working and not enrolled 6 years after entry in the highest income tercile $75,001+ "
"MN_EARN_WNE_INDEP0_INC1_P6","PrivacySuppressed","Mean earnings of dependent students working and not enrolled 6 years after entry in the lowest income tercile $0-$30,000"
"MN_EARN_WNE_INDEP0_P6","PrivacySuppressed","Mean earnings of dependent students working and not enrolled 6 years after entry"
"MN_EARN_WNE_INDEP1_P6","PrivacySuppressed","Mean earnings of independent students working and not enrolled 6 years after entry"
"MN_EARN_WNE_MALE0_P6","39600","Mean earnings of female students working and not enrolled 6 years after entry"
"MN_EARN_WNE_MALE1_P6","46800","Mean earnings of male students working and not enrolled 6 years after entry"
"COUNT_NWNE_P7","24","Number of students not working and not enrolled 7 years after entry"
"COUNT_WNE_P7","235","Number of students working and not enrolled 7 years after entry"
"MN_EARN_WNE_P7","47500","Mean earnings of students working and not enrolled 7 years after entry"
"SD_EARN_WNE_P7","40400","Standard deviation of earnings of students working and not enrolled 7 years after entry"
"GT_25K_P7","0.727659583","Share of students earning over $25,000/year (threshold earnings) 7 years after entry"
"COUNT_NWNE_P8","29","Number of students not working and not enrolled 8 years after entry"
"COUNT_WNE_P8","257","Number of students working and not enrolled 8 years after entry"
"MN_EARN_WNE_P8","52500","Mean earnings of students working and not enrolled 8 years after entry"
"MD_EARN_WNE_P8","45800","Median earnings of students working and not enrolled 8 years after entry"
"PCT10_EARN_WNE_P8","8300","10th percentile of earnings of students working and not enrolled 8 years after entry"
"PCT25_EARN_WNE_P8","30100","25th percentile of earnings of students working and not enrolled 8 years after entry"
"PCT75_EARN_WNE_P8","65000","75th percentile of earnings of students working and not enrolled 8 years after entry"
"PCT90_EARN_WNE_P8","95100","90th percentile of earnings of students working and not enrolled 8 years after entry"
"SD_EARN_WNE_P8","34800","Standard deviation of earnings of students working and not enrolled 8 years after entry"
"GT_25K_P8","0.773","Share of students earning over $25,000/year (threshold earnings) 8 years after entry"
"GT_28K_P8","0.77","Share of students earning over $28,000/year (threshold earnings) 8 years after entry"
"COUNT_NWNE_P9","26","Number of students not working and not enrolled 9 years after entry"
"COUNT_WNE_P9","250","Number of students working and not enrolled 9 years after entry"
"MN_EARN_WNE_P9","53400","Mean earnings of students working and not enrolled 9 years after entry"
"SD_EARN_WNE_P9","48100","Standard deviation of earnings of students working and not enrolled 9 years after entry"
"GT_25K_P9","0.744000018","Share of students earning over $25,000/year (threshold earnings) 9 years after entry"
"DEBT_MDN_SUPP","18730","Median debt, suppressed for n=30"
"GRAD_DEBT_MDN_SUPP","19500","Median debt of completers, suppressed for n=30"
"GRAD_DEBT_MDN10YR_SUPP","201.6252347","Median debt of completers expressed in 10-year monthly payments, suppressed for n=30"
"RPY_3YR_RT_SUPP","0.923875433","3-year repayment rate, suppressed for n=30"
"LO_INC_RPY_3YR_RT_SUPP","PrivacySuppressed","3-year repayment rate for low-income (less than $30,000 in nominal family income) students, suppressed for n=30"
"MD_INC_RPY_3YR_RT_SUPP","0.860465116","3-year repayment rate for middle-income (between $30,000 and $75,000 in nominal family income) students, suppressed for n=30"
"HI_INC_RPY_3YR_RT_SUPP","PrivacySuppressed","3-year repayment rate for high-income (above $75,000 in nominal family income) students, suppressed for n=30"
"COMPL_RPY_3YR_RT_SUPP","PrivacySuppressed","3-year repayment rate for completers, suppressed for n=30"
"FEMALE_RPY_3YR_RT_SUPP","0.922535211","3-year repayment rate for female students, suppressed for n=30"
"MALE_RPY_3YR_RT_SUPP","0.925170068","3-year repayment rate for male students, suppressed for n=30"
"FIRSTGEN_RPY_3YR_RT_SUPP","PrivacySuppressed","3-year repayment rate for first-generation students, suppressed for n=30"
"NOTFIRSTGEN_RPY_3YR_RT_SUPP","PrivacySuppressed","3-year repayment rate for non-first-generation students, suppressed for n=30"
"C150_L4_POOLED_SUPP",,"Completion rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion) , pooled in two-year rolling averages and suppressed for small n size"
"C150_4_POOLED_SUPP","0.9336","Completion rate for first-time, full-time students at four-year institutions (150% of expected time to completion) , pooled in two-year rolling averages and suppressed for small n size."
"C200_L4_POOLED_SUPP",,"Completion rate for first-time, full-time students at less-than-four-year institutions (200% of expected time to completion), pooled in two-year rolling averages and suppressed for small n size. "
"C200_4_POOLED_SUPP","0.9268","Completion rate for first-time, full-time students at four-year institutions (200% of expected time to completion), pooled in two-year rolling averages and suppressed for small n size"
"ALIAS",,"Institution name aliases"
"C100_4","0.8826","Completion rate for first-time, full-time students at four-year institutions (100% of expected time to completion)"
"D100_4","511","Adjusted cohort count for completion rate at four-year institutions (denominator of 100% completion rate)"
"C100_L4",,"Completion rate for first-time, full-time students at less-than-four-year institutions (100% of expected time to completion)"
"D100_L4",,"Adjusted cohort count for completion rate at less-than-four-year institutions (denominator of 100% completion rate)"
"TRANS_4","0","Transfer rate for first-time, full-time students at four-year institutions (within 150% of expected time to completion/6 years)"
"DTRANS_4","511","Adjusted cohort count for transfer rate at four-year institutions (denominator of 150% transfer rate)"
"TRANS_L4",,"Transfer rate for first-time, full-time students at less-than-four-year institutions (150% of expected time to completion)"
"DTRANS_L4",,"Adjusted cohort count for transfer rate at less-than-four-year institutions (denominator of 150% transfer rate)"
"ICLEVEL","1","Level of institution"
"UGDS_MEN","0.4954","Total share of enrollment of undergraduate degree-seeking students who are men"
"UGDS_WOMEN","0.5046","Total share of enrollment of undergraduate degree-seeking students who are women"
"CDR2_DENOM","216","Number of students in the cohort for the two-year cohort default rate"
"CDR3_DENOM","176","Number of students in the cohort for the three-year cohort default rate"
"OPENADMP","2","Open admissions policy indicator"
"D_PCTPELL_PCTFLOAN","2014","Number of undergraduate students (denominator percent receiving a pell grant or federal student loan)"
"UGNONDS","60","Number of non-degree-seeking undergraduate students"
"GRADS",,"Number of graduate students"
"D150_4_WHITE","343","Adjusted cohort count for completion rate of White students at four-year institutions (denominator of 150% completion rate)"
"D150_4_BLACK","17","Adjusted cohort count for completion rate of Black/African American students at four-year institutions (denominator of 150% completion rate)"
"D150_4_HISP","38","Adjusted cohort count for completion rate of Hispanic students at four-year institutions (denominator of 150% completion rate)"
"D150_4_ASIAN","34","Adjusted cohort count for completion rate of Asian students at four-year institutions (denominator of 150% completion rate)"
"D150_4_AIAN","0","Adjusted cohort count for completion rate of American Indian/Alaska Native students at four-year institutions (denominator of 150% completion rate)"
"D150_4_NHPI","1","Adjusted cohort count for completion rate of Native Hawaiian/Pacific Islander students at four-year institutions (denominator of 150% completion rate)"
"D150_4_2MOR","23","Adjusted cohort count for completion rate of students of Two or More Races at four-year institutions (denominator of 150% completion rate)"
"D150_4_NRA","41","Adjusted cohort count for completion rate of Nonresident Alien students at four-year institutions (denominator of 150% completion rate)"
"D150_4_UNKN","14","Adjusted cohort count for completion rate of students of Unknown race at four-year institutions (denominator of 150% completion rate)"
"D150_L4_WHITE",,"Adjusted cohort count for completion rate of White students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_BLACK",,"Adjusted cohort count for completion rate of Black/African American students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_HISP",,"Adjusted cohort count for completion rate of Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_ASIAN",,"Adjusted cohort count for completion rate of Asian students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_AIAN",,"Adjusted cohort count for completion rate of American Indian/Alaska Native students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_NHPI",,"Adjusted cohort count for completion rate of Native Hawaiian/Pacific Islander students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_2MOR",,"Adjusted cohort count for completion rate of students of Two or More Races at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_NRA",,"Adjusted cohort count for completion rate of Nonresident Alien students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_UNKN",,"Adjusted cohort count for completion rate of students of Unknown race at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_4_WHITENH","355","Adjusted cohort count for completion rate of White, non-Hispanic students at four-year institutions (denominator of 150% completion rate)"
"D150_4_BLACKNH","27","Adjusted cohort count for completion rate of Black, non-Hispanic students at four-year institutions (denominator of 150% completion rate)"
"D150_4_API","49","Adjusted cohort count for completion rate of Asian/Pacific Islander students at four-year institutions (denominator of 150% completion rate)"
"D150_L4_WHITENH",,"Adjusted cohort count for completion rate of White, non-Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_BLACKNH",,"Adjusted cohort count for completion rate of Black, non-Hispanic students at less-than-four-year institutions (denominator of 150% completion rate)"
"D150_L4_API",,"Adjusted cohort count for completion rate of Asian/Pacific Islander students at less-than-four-year institutions (denominator of 150% completion rate)"
"ACCREDCODE","NCACHE","Code corresponding to accreditor (as captured from PEPS)"
"T4APPROVALDATE","12/1/65","Date that institution was first approved to participate in Title IV aid programs"
"OMACHT6_FTFT","488","Adjusted cohort count of full-time, first-time students (denominator for the percentage receiving an award within 6 years of entry)"
"OMAWDP6_FTFT","0.9303","Percentage of full-time, first-time student receiving an award within 6 years of entry"
"OMACHT8_FTFT","488","Adjusted cohort count of full-time, first-time students (denominator for the 8-year outcomes percentages)"
